ID,Name
4400,Москва
4313,Абрамцево
4314,Алабино
4315,Апрелевка
4316,Архангельское
4317,Ашитково
7592923,Байконур
4318,Бакшеево
4319,Балашиха
4320,Барыбино
4321,Белоомут
4322,Белые Столбы
4323,Бородино
4324,Бронницы
4325,Быково
4326,Валуево
4327,Вербилки
4328,Верея
4329,Видное
4330,Внуково
4331,Вождь Пролетариата
4332,Волоколамск
4333,Вороново
4334,Воскресенск
4335,Восточный
4336,Востряково
4337,Высоковск
4338,Голицино
4339,Деденево
4340,Дедовск
4341,Джержинский
4342,Дмитров
4343,Долгопрудный
4344,Домодедово
4345,Дорохово
4346,Дрезна
4347,Дубки
4348,Дубна
4349,Егорьевск
4350,Железнодорожный
4351,Жилево
4352,Жуковский
4353,Загорск
4354,Загорянский
4355,Запрудная
4356,Зарайск
4357,Звенигород
4358,Зеленоград
4359,Ивантеевка
4360,Икша
4361,Ильинский
4362,Истра
4363,Калининград
4364,Кашира
4365,Керва
4366,Климовск
4367,Клин
4368,Клязьма
4369,Кожино
4370,Кокошкино
4371,Коломна
4372,Колюбакино
3118538,Королев
4373,Косино
4374,Котельники
4375,Красково
4376,Красноармейск
4377,Красногорск
4378,Краснозаводск
7593075,Краснознаменск
4379,Красный Ткач
4380,Крюково
4381,Кубинка
4382,Купавна
4383,Куровское
4384,Лесной Городок
4385,Ликино-Дулево
4386,Лобня
4387,Лопатинский
4388,Лосино-Петровский
4389,Лотошино
4390,Лукино
4391,Луховицы
4392,Лыткарино
4393,Львовский
4394,Люберцы
4395,Малаховка
4396,Михайловское
4397,Михнево
4398,Можайск
4399,Монино
4401,Муханово
4402,Мытищи
4403,Нарофоминск
4404,Нахабино
4405,Некрасовка
4406,Немчиновка
4407,Новобратцевский
4408,Новоподрезково
4409,Ногинск
4410,Обухово
4411,Одинцово
4412,Ожерелье
4413,Озеры
4414,Октябрьский
4415,Опалиха
4416,Орехово-Зуево
4417,Павловский Посад
4418,Первомайский
4419,Пески
4420,Пироговский
4421,Подольск
4422,Полушкино
4423,Правдинский
4424,Привокзальный
4425,Пролетарский
3138841,Протвино
4426,Пушкино
4427,Пущино
4428,Радовицкий
4429,Раменское
4430,Реутов
4431,Решетниково
4432,Родники
4433,Рошаль
4434,Рублево
4435,Руза
4436,Салтыковка
4437,Северный
4438,Сергиев Посад
4439,Серебряные Пруды
4440,Серпухов
4441,Солнечногорск
4442,Солнцево
4443,Софрино
4444,Старая Купавна
4445,Старбеево
4446,Ступино
4447,Сходня
4448,Талдом
4449,Текстильщик
4450,Темпы
4451,Тишково
4452,Томилино
4453,Троицк
4454,Туголесский Бор
4455,Тучково
4456,Уваровка
4457,Удельная
4458,Успенское
4459,Фирсановка
4460,Фосфоритный
4461,Фрязино
4462,Фряново
4463,Химки
4464,Хорлово
4465,Хотьково
4466,Черкизово
4467,Черноголовка
4468,Черусти
4469,Чехов
4470,Шарапово
4471,Шатура
4472,Шатурторф
4473,Шаховская
4474,Шереметьевский
4475,Щелково
4476,Щербинка
4477,Электрогорск
4478,Электросталь
4479,Электроугли
4480,Яхрома
4962,Санкт-Петербург
4926,Александровская
4927,Бокситогорск
4928,Большая Ижора
4929,Будогощь
4930,Вознесенье
4931,Волосово
4932,Волхов
4933,Всеволожск
4934,Выборг
4935,Вырица
4936,Высоцк
4937,Гатчина
4938,Дружная Горка
4939,Дубровка
4940,Ефимовский
4941,Зеленогорск
4942,Ивангород
4943,Каменногорск
4944,Кикерино
4945,Кингисепп
4946,Кириши
4947,Кировск
4948,Кобринское
4949,Колпино
10500023,Коммунар
4950,Кронштадт
4952,Лисий Нос
4953,Лодейное Поле
4954,Ломоносов
4955,Луга
4956,Павловск
4957,Парголово
4958,Петродворец
10504604,Пикалёво
4959,Подпорожье
4960,Приозерск
4961,Пушкин
4964,Сестрорецк
4965,Сланцы
4966,Сосновый Бор
4967,Тихвин
4968,Тосно
1924532,Шлиссельбург
1998584,Адыгейск
1998542,Майкоп
3161,Акташ
3162,Акутиха
3163,Алейск
3164,Алтайский
3165,Баево
3166,Барнаул
3167,Белово
3168,Белокуриха
3169,Белоярск
3170,Бийск
3171,Благовещенск
3172,Боровлянка
3173,Бурла
3174,Бурсоль
3175,Волчиха
3176,Горно-Алтайск
3177,Горняк
3178,Ельцовка
3179,Залесово
3180,Заринск
3181,Заток
3182,Змеиногорск
3183,Камень-на-Оби
3184,Ключи
3185,Кош-Агач
3186,Красногорское
3187,Краснощеково
3188,Кулунда
3189,Кытманово
3190,Мамонтово
3191,Новичиха
3192,Новоалтайск
3193,Онгудай
3194,Павловск
3195,Петропавловское
3196,Поспелиха
3197,Ребриха
3198,Родино
3199,Рубцовск
3200,Славгород
3201,Смоленское
3202,Солонешное
3203,Солтон
3204,Староаллейское
3205,Табуны
3206,Тальменка
3207,Топчиха
3208,Троицкое
3209,Турочак
3210,Тюменцево
3211,Угловское
3212,Усть-Калманка
3213,Усть-Кан
3214,Усть-Кокса
3215,Усть-Улаган
3216,Усть-Чарышская Пристань
3217,Хабары
3218,Целинное
3219,Чарышское
3220,Шебалино
3221,Шелаболиха
3222,Шипуново
3224,Айгунь
3225,Архара
3226,Белогорск
3227,Благовещенск (Амурская обл.)
3228,Бурея
3229,Возжаевка
3230,Екатеринославка
3231,Ерофей Павлович
3232,Завитинск
3233,Зея
3234,Златоустовск
3235,Ивановка
3236,Коболдо
3237,Магдагачи
3238,Новобурейский
3239,Поярково
3240,Райчихинск
3241,Ромны
3242,Свободный
3243,Серышево
3244,Сковородино
3245,Стойба
3246,Тамбовка
3247,Тында
3248,Шимановск
3249,Экимчан
3250,Ядрино
3252,Амдерма
3253,Архангельск
3254,Березник
3255,Вельск
3256,Верхняя Тойма
3257,Волошка
3258,Вычегодский
3259,Емца
3260,Илеза
3261,Ильинско-Подомское
3262,Каргополь
3263,Карпогоры
3264,Кодино
3265,Коноша
3266,Коряжма
3267,Котлас
3268,Красноборск
3269,Лешуконское
3270,Мезень
1924171,Мирный
3271,Нарьян-Мар
3272,Новодвинск
3273,Няндома
3274,Онега
3275,Пинега
3276,Плесецк
3277,Северодвинск
3278,Сольвычегодск
3279,Холмогоры
3280,Шенкурск
3281,Яренск
3283,Астрахань
3284,Ахтубинск
3285,Верхний Баскунчак
3286,Володарский
3287,Енотаевка
3288,Икряное
3289,Камызяк
3290,Капустин Яр
3291,Красный Яр
3292,Лиман
3293,Началово
3294,Харабали
3295,Черный Яр
3297,Аксаково
3298,Амзя
3299,Аскино
3300,Баймак
3301,Бакалы
3302,Белебей
3303,Белорецк
3304,Бижбуляк
3305,Бирск
3306,Благовещенск
3307,Большеустьикинское
1929637,Бураево
3308,Верхнеяркеево
3309,Верхние Киги
3310,Верхние Татышлы
3311,Верхний Авзян
3312,Давлеканово
3313,Дуван
3314,Дюртюли
3315,Ермекеево
3316,Ермолаево
3317,Зилаир
3318,Зирган
3319,Иглино
3320,Инзер
3321,Исянгулово
3322,Ишимбай
3323,Кананикольское
3324,Кандры
3325,Караидель
3326,Караидельский
3327,Киргиз-Мияки
3328,Красноусольский
3329,Кумертау
3330,Кушнаренково
3331,Малояз
3332,Мелеуз
3333,Месягутово
3334,Мраково
3335,Нефтекамск
3336,Октябрьский
3337,Раевский
3338,Салават
3339,Сибай
3340,Старобалтачево
3341,Старосубхангулово
3342,Стерлибашево
3343,Стерлитамак
3344,Туймазы
3345,Уфа
3346,Учалы
3347,Федоровка
3348,Чекмагуш
3349,Чишмы
3350,Шаран
3351,Янаул
3353,Алексеевка
3354,Белгород
3355,Борисовка
3356,Валуйки
3357,Вейделевка
3358,Волоконовка
3359,Грайворон
3360,Губкин
3361,Ивня
3362,Короча
3363,Красногвардейское
3364,Новый Оскол
3365,Ракитное
3366,Ровеньки
3367,Старый Оскол
3368,Строитель
3369,Чернянка
3370,Шебекино
3372,Алтухово
3373,Белая Березка
3374,Белые Берега
3375,Большое Полпино
3376,Брянск
3377,Бытошь
3378,Выгоничи
3379,Вышков
3380,Гордеевка
3381,Дубровка
3881459,Дятьково
3382,Жирятино
3383,Жуковка
3384,Злынка
3385,Ивот
3386,Карачев
3387,Клетня
3388,Климово
3389,Клинцы
3390,Кокаревка
3391,Комаричи
3392,Красная Гора
3393,Локоть
3394,Мглин
3395,Навля
3396,Новозыбков
3397,Погар
3398,Почеп
3399,Ржаница
3400,Рогнедино
3401,Севск
3402,Стародуб
3403,Суземка
3404,Сураж
3405,Трубчевск
3406,Унеча
3408,Бабушкин
3409,Багдарин
3410,Баргузин
3411,Баянгол
3412,Бичура
3413,Выдрино
3414,Гусиное Озеро
3415,Гусиноозерск
3416,Заиграево
3417,Закаменск
3418,Иволгинск
3419,Илька
3420,Кабанск
3421,Каменск
3422,Кижинга
3423,Курумкан
3424,Кырен
3425,Кяхта
3426,Монды
3427,Мухоршибирь
3428,Нижнеангарск
3429,Орлик
3430,Петропавловка
3431,Романовка
5555962,Северобайкальск
3432,Селенгинск
3433,Сосново-Озерское
3145145,Таксимо
3434,Турунтаево
3435,Улан-Удэ
3436,Хоринск
3438,Александров
3439,Андреево
3440,Анопино
3441,Бавлены
3442,Балакирево
3443,Боголюбово
3444,Великодворский
3445,Вербовский
3446,Владимир
3447,Вязники
